duration
0.0176
0.0184
0.0174
0.0195
0.0194
0.0144
0.0145
0.0179
0.0157
0.0151
0.0905
0.1089
0.1129
0.1026
0.1217
0.1025
0.1073
0.1069
0.1175
0.1020
0.8357
0.7607
0.9116
0.7573
0.7607
0.8699
0.9114
0.8381
0.3587
0.9075
5.4644
7.0812
6.4888
47.1287
65.5040
53.7462
55.2759
53.7502
53.4998
61.7262
507.2542
504.2489
529.4826
516.2605
558.7329
371.7446
518.2444
474.5011
495.9952
560.4860
